"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"ttltstd"	"ttlpapnum"	"percpass"	"percpassdfg"	"diff"
"03"	"1700"	"060"	"BERGEN    "	"GARFIELD"	"COLUMBUS SCHOOL #8       "	"B "	467.00	329.07	70.46	63.76	6.69
"03"	"1700"	"070"	"BERGEN    "	"GARFIELD"	"GARFIELD MIDDLE SCH"	"B "	1999.00	1236.99	61.88	63.76	-1.88
"03"	"1700"	"080"	"BERGEN    "	"GARFIELD"	"LINCOLN SCHOOL #6        "	"B "	323.00	228.97	70.89	63.76	7.12
"03"	"1700"	"100"	"BERGEN    "	"GARFIELD"	"ROOSEVELT SCHOOL #7      "	"B "	460.00	330.08	71.75	63.76	7.98
"03"	"1700"	"120"	"BERGEN    "	"GARFIELD"	"WASHINGTON IRVING SCH #4 "	"B "	493.00	352.03	71.40	63.76	7.63
"03"	"1700"	"130"	"BERGEN    "	"GARFIELD"	"WOODROW WILSON SCH #5    "	"B "	324.00	231.94	71.58	63.76	7.81
"03"	"1700"	"205"	"BERGEN    "	"GARFIELD"	"MADISON SCHOOL #10       "	"B "	260.00	197.98	76.14	63.76	12.37
"03"	"1760"	"   "	"BERGEN    "	"GLEN ROCK"	""	"J "	2844.00	2619.87	92.11	92.25	-0.13
"03"	"1760"	"050"	"BERGEN    "	"GLEN ROCK"	"GLEN ROCK HIGH SCHOOL"	"J "	354.00	329.92	93.20	92.25	0.94
"03"	"1760"	"060"	"BERGEN    "	"GLEN ROCK"	"GLEN ROCK MIDDLE SCH     "	"J "	1138.00	1027.61	90.30	92.25	-1.95
"03"	"1760"	"065"	"BERGEN    "	"GLEN ROCK"	"ALEXANDER HAMILTON SCHOOL"	"J "	310.00	287.99	92.90	92.25	0.64
"03"	"1760"	"070"	"BERGEN    "	"GLEN ROCK"	"RICHARD E BYRD           "	"J "	266.00	252.02	94.74	92.25	2.48
"03"	"1760"	"080"	"BERGEN    "	"GLEN ROCK"	"CENTRAL                  "	"J "	440.00	414.92	94.30	92.25	2.04
"03"	"1760"	"090"	"BERGEN    "	"GLEN ROCK"	"CLARA E COLEMAN          "	"J "	336.00	307.04	91.38	92.25	-0.87
"03"	"1860"	"   "	"BERGEN    "	"HACKENSACK"	""	"CD"	5119.00	3334.47	65.13	68.63	-3.49
"03"	"1860"	"050"	"BERGEN    "	"HACKENSACK"	"HACKENSACK H.S."	"CD"	761.00	616.82	81.05	68.63	12.41
"03"	"1860"	"090"	"BERGEN    "	"HACKENSACK"	"NELLIE K. PARKER E.S. "	"CD"	322.00	276.02	85.72	68.63	17.08
"03"	"1860"	"100"	"BERGEN    "	"HACKENSACK"	"FAIRMOUNT E.S. "	"CD"	553.00	388.96	70.33	68.63	1.69
"03"	"1860"	"110"	"BERGEN    "	"HACKENSACK"	"FANNY  M. HILLER E.S. "	"CD"	511.00	277.94	54.39	68.63	-14.24
"03"	"1860"	"120"	"BERGEN    "	"HACKENSACK"	"JACKSON AVENUE E.S. "	"CD"	436.00	285.00	65.36	68.63	-3.27
"03"	"1860"	"300"	"BERGEN    "	"HACKENSACK"	"MIDDLE SCHOOL            "	"CD"	2534.00	1489.85	58.79	68.63	-9.84
"03"	"2050"	"   "	"BERGEN    "	"HARRINGTON PARK BORO"	""	"I "	1073.00	942.95	87.88	87.55	0.32
"03"	"2050"	"050"	"BERGEN    "	"HARRINGTON PARK BORO"	"HARRINGTON PARK          "	"I "	1073.00	942.95	87.88	87.55	0.32
"03"	"2080"	"   "	"BERGEN    "	"HASBROUCK HEIGHTS"	""	"FG"	2112.00	1667.89	78.97	78.80	0.17
"03"	"2080"	"050"	"BERGEN    "	"HASBROUCK HEIGHTS"	"HASBROUCK HEIGHTS H.S."	"FG"	290.00	269.99	93.10	78.80	14.29
"03"	"2080"	"055"	"BERGEN    "	"HASBROUCK HEIGHTS"	"HASBROUCK HEIGHTS MIDDLE "	"FG"	871.00	672.90	77.25	78.80	-1.54
"03"	"2080"	"060"	"BERGEN    "	"HASBROUCK HEIGHTS"	"EUCLID                   "	"FG"	448.00	365.98	81.69	78.80	2.89
"03"	"2080"	"080"	"BERGEN    "	"HASBROUCK HEIGHTS"	"LINCOLN                  "	"FG"	503.00	359.12	71.39	78.80	-7.40
"03"	"2090"	"   "	"BERGEN    "	"HAWORTH BORO"	""	"I "	692.00	615.17	88.89	87.55	1.34
"03"	"2090"	"050"	"BERGEN    "	"HAWORTH BORO"	"HAWORTH                  "	"I "	692.00	615.17	88.89	87.55	1.34
"03"	"2180"	"   "	"BERGEN    "	"HILLSDALE BORO"	""	"GH"	2020.00	1724.03	85.34	82.71	2.63
"03"	"2180"	"010"	"BERGEN    "	"HILLSDALE BORO"	"ANN BLANCHE SMITH E.S. "	"GH"	377.00	339.02	89.92	82.71	7.21
"03"	"2180"	"020"	"BERGEN    "	"HILLSDALE BORO"	"GEORGE G WHITE           "	"GH"	1297.00	1091.09	84.12	82.71	1.41
"03"	"2180"	"030"	"BERGEN    "	"HILLSDALE BORO"	"MEADOWBROOK E.S. "	"GH"	344.00	294.10	85.49	82.71	2.78
"03"	"2200"	"   "	"BERGEN    "	"HO HO KUS BORO"	""	"J "	902.00	828.00	91.79	92.25	-0.45
"03"	"2200"	"050"	"BERGEN    "	"HO HO KUS BORO"	"HO-HO-KUS                "	"J "	902.00	828.00	91.79	92.25	-0.45
"03"	"2620"	"   "	"BERGEN    "	"LEONIA"	""	"GH"	2011.00	1670.89	83.08	82.71	0.37
"03"	"2620"	"050"	"BERGEN    "	"LEONIA"	"LEONIA H.S."	"GH"	323.00	290.11	89.81	82.71	7.10
"03"	"2620"	"055"	"BERGEN    "	"LEONIA"	"LEONIA MIDDLE            "	"GH"	945.00	773.96	81.90	82.71	-0.81
"03"	"2620"	"060"	"BERGEN    "	"LEONIA"	"ANNA C SCOTT             "	"GH"	743.00	606.82	81.67	82.71	-1.03
"03"	"2710"	"   "	"BERGEN    "	"LITTLE FERRY BORO"	""	"CD"	1343.00	1032.07	76.84	68.63	8.20
"03"	"2710"	"030"	"BERGEN    "	"LITTLE FERRY BORO"	"MEMORIAL                 "	"CD"	1343.00	1032.07	76.84	68.63	8.20
"03"	"2740"	"   "	"BERGEN    "	"LODI"	""	"B "	3689.00	2623.97	71.12	63.76	7.36
"03"	"2740"	"050"	"BERGEN    "	"LODI"	"LODI H.S."	"B "	449.00	337.95	75.26	63.76	11.49
"03"	"2740"	"060"	"BERGEN    "	"LODI"	"COLUMBUS                 "	"B "	275.00	229.00	83.27	63.76	19.50
"03"	"2740"	"065"	"BERGEN    "	"LODI"	"HILLTOP                  "	"B "	384.00	308.01	80.21	63.76	16.44
"03"	"2740"	"067"	"BERGEN    "	"LODI"	"THOMAS JEFFERSON MID SCH "	"B "	1574.00	1042.19	66.21	63.76	2.44
"03"	"2740"	"080"	"BERGEN    "	"LODI"	"ROOSEVELT"	"B "	171.00	121.95	71.31	63.76	7.55
"03"	"2740"	"090"	"BERGEN    "	"LODI"	"WASHINGTON               "	"B "	450.00	305.99	67.99	63.76	4.22
"03"	"2740"	"100"	"BERGEN    "	"LODI"	"WILSON                   "	"B "	386.00	279.04	72.29	63.76	8.52
"03"	"2860"	"   "	"BERGEN    "	"LYNDHURST TOWNSHIP"	""	"DE"	2646.00	1912.53	72.28	75.81	-3.53
"03"	"2860"	"050"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"LYNDHURST H.S."	"DE"	276.00	248.95	90.20	75.81	14.38
"03"	"2860"	"060"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"COLUMBUS                 "	"DE"	180.00	119.98	66.65	75.81	-9.15
"03"	"2860"	"070"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"FRANKLIN                 "	"DE"	386.00	276.93	71.74	75.81	-4.06
"03"	"2860"	"080"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"JEFFERSON                "	"DE"	303.00	214.02	70.63	75.81	-5.18
"03"	"2860"	"090"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"LINCOLN                  "	"DE"	434.00	298.98	68.89	75.81	-6.92
"03"	"2860"	"110"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"ROOSEVELT                "	"DE"	707.00	480.95	68.02	75.81	-7.78
"03"	"2860"	"120"	"BERGEN    "	"LYNDHURST TOWNSHIP"	"WASHINGTON               "	"DE"	360.00	272.98	75.82	75.81	0.01
"03"	"2900"	"   "	"BERGEN    "	"MAHWAH TOWNSHIP"	""	"I "	3873.00	3439.44	88.80	87.55	1.25
"03"	"2900"	"050"	"BERGEN    "	"MAHWAH TOWNSHIP"	"MAHWAH H.S."	"I "	490.00	467.15	95.33	87.55	7.78
"03"	"2900"	"060"	"BERGEN    "	"MAHWAH TOWNSHIP"	"BETSY ROSS E.S. "	"I "	128.00	123.00	96.10	87.55	8.54
"03"	"2900"	"065"	"BERGEN    "	"MAHWAH TOWNSHIP"	"LENAPE MEADOWS SCHOOL "	"I "	215.00	190.94	88.81	87.55	1.26
"03"	"2900"	"075"	"BERGEN    "	"MAHWAH TOWNSHIP"	"JOYCE KILMER             "	"I "	1327.00	1139.19	85.84	87.55	-1.70
"03"	"2900"	"076"	"BERGEN    "	"MAHWAH TOWNSHIP"	"RAMAPO RIDGE             "	"I "	1580.00	1398.01	88.48	87.55	0.92
"03"	"2900"	"080"	"BERGEN    "	"MAHWAH TOWNSHIP"	"GEORGE WASHINGTON E.S. "	"I "	133.00	120.97	90.96	87.55	3.40
"03"	"3060"	"   "	"BERGEN    "	"MAYWOOD BORO"	""	"FG"	1233.00	1020.06	82.73	78.80	3.92
"03"	"3060"	"060"	"BERGEN    "	"MAYWOOD BORO"	"MAYWOOD AVE              "	"FG"	1049.00	861.09	82.08	78.80	3.28
"03"	"3060"	"070"	"BERGEN    "	"MAYWOOD BORO"	"MEMORIAL E.S. "	"FG"	184.00	158.97	86.40	78.80	7.59
"03"	"3170"	"   "	"BERGEN    "	"MIDLAND PARK BOROUGH"	""	"GH"	1349.00	1119.95	83.02	82.71	0.30
"03"	"3170"	"050"	"BERGEN    "	"MIDLAND PARK BOROUGH"	"MIDLAND PARK HIGH        "	"GH"	378.00	304.95	80.67	82.71	-2.03
"03"	"3170"	"050"	"BERGEN    "	"MIDLAND PARK BOROUGH"	"MIDLAND PARK HIGH SCHOOL"	"GH"	194.00	168.97	87.10	82.71	4.38
"03"	"3170"	"070"	"BERGEN    "	"MIDLAND PARK BOROUGH"	"HIGHLAND AVE             "	"GH"	777.00	646.02	83.14	82.71	0.43
"03"	"3330"	"   "	"BERGEN    "	"MONTVALE BORO"	""	"I "	1585.00	1409.00	88.89	87.55	1.34
"03"	"3330"	"020"	"BERGEN    "	"MONTVALE BORO"	"FIELDSTONE MIDDLE        "	"I "	975.00	863.98	88.61	87.55	1.06
"03"	"3330"	"030"	"BERGEN    "	"MONTVALE BORO"	"MEMORIAL E.S. "	"I "	610.00	545.02	89.34	87.55	1.79
"03"	"3350"	"   "	"BERGEN    "	"MOONACHIE BORO"	""	"B "	362.00	233.00	64.36	63.76	0.59
"03"	"3350"	"060"	"BERGEN    "	"MOONACHIE BORO"	"ROBERT L CRAIG           "	"B "	362.00	233.00	64.36	63.76	0.59
"03"	"3550"	"   "	"BERGEN    "	"NEW MILFORD"	""	"FG"	2382.00	1914.04	80.35	78.80	1.55
"03"	"3550"	"050"	"BERGEN    "	"NEW MILFORD"	"NEW MILFORD H.S."	"FG"	332.00	279.04	84.05	78.80	5.24
"03"	"3550"	"060"	"BERGEN    "	"NEW MILFORD"	"BERKLEY ST               "	"FG"	446.00	349.13	78.28	78.80	-0.52
"03"	"3550"	"070"	"BERGEN    "	"NEW MILFORD"	"BERTRAM F GIBBS          "	"FG"	598.00	478.90	80.08	78.80	1.28
"03"	"3550"	"085"	"BERGEN    "	"NEW MILFORD"	"DAVID E. OWENS M.S.      "	"FG"	1006.00	807.14	80.23	78.80	1.43
"03"	"3600"	"   "	"BERGEN    "	"NORTH ARLINGTON"	""	"DE"	1819.00	1419.12	78.01	75.81	2.20
"03"	"3600"	"050"	"BERGEN    "	"NORTH ARLINGTON"	"NORTH ARLINGTON H.S."	"DE"	248.00	210.05	84.70	75.81	8.88
"03"	"3600"	"060"	"BERGEN    "	"NORTH ARLINGTON"	"JEFFERSON                "	"DE"	388.00	271.00	69.84	75.81	-5.96
"03"	"3600"	"070"	"BERGEN    "	"NORTH ARLINGTON"	"ROOSEVELT                "	"DE"	210.00	177.01	84.29	75.81	8.47
"03"	"3600"	"080"	"BERGEN    "	"NORTH ARLINGTON"	"WASHINGTON               "	"DE"	249.00	203.01	81.53	75.81	5.71
"03"	"3600"	"090"	"BERGEN    "	"NORTH ARLINGTON"	"NORTH ARLINGTON M.S.     "	"DE"	722.00	558.16	77.30	75.81	1.49
"03"	"3700"	"   "	"BERGEN    "	"NORTHERN HIGHLANDS REG"	""	"J "	646.00	628.23	97.25	92.25	4.99
"03"	"3700"	"050"	"BERGEN    "	"NORTHERN HIGHLANDS REG"	"NORTHERN HIGHLANDS REG. H"	"J "	646.00	628.23	97.25	92.25	4.99
"03"	"3710"	"   "	"BERGEN    "	"NORTHERN VALLEY REGIONAL"	""	"I "	1247.00	1207.11	96.80	87.55	9.24
"03"	"3710"	"050"	"BERGEN    "	"NORTHERN VALLEY REGIONAL"	"N VALLEY REG H DEMAREST"	"I "	602.00	586.95	97.50	87.55	9.94
"03"	"3710"	"060"	"BERGEN    "	"NORTHERN VALLEY REGIONAL"	"N VALLEY REG H OLD TAPPAN"	"I "	645.00	620.19	96.15	87.55	8.60
"03"	"3730"	"   "	"BERGEN    "	"NORTHVALE BORO"	""	"FG"	921.00	743.94	80.77	78.80	1.97
"03"	"3730"	"050"	"BERGEN    "	"NORTHVALE BORO"	"NATHAN HALE              "	"FG"	793.00	644.98	81.33	78.80	2.53
"03"	"3730"	"060"	"BERGEN    "	"NORTHVALE BORO"	"THOMAS JEFFERSON E.S. "	"FG"	128.00	98.96	77.31	78.80	-1.48
"03"	"3740"	"   "	"BERGEN    "	"NORWOOD BORO"	""	"I "	934.00	816.99	87.47	87.55	-0.08
"03"	"3740"	"020"	"BERGEN    "	"NORWOOD BORO"	"NORWOOD                  "	"I "	934.00	816.99	87.47	87.55	-0.08
"03"	"3760"	"   "	"BERGEN    "	"OAKLAND BORO"	""	"I "	2647.00	2351.79	88.84	87.55	1.29
"03"	"3760"	"040"	"BERGEN    "	"OAKLAND BORO"	"DOGWOOD HILL             "	"I "	372.00	336.97	90.58	87.55	3.03
"03"	"3760"	"050"	"BERGEN    "	"OAKLAND BORO"	"HEIGHTS                  "	"I "	592.00	540.15	91.24	87.55	3.69
"03"	"3760"	"060"	"BERGEN    "	"OAKLAND BORO"	"MANITO                   "	"I "	415.00	381.03	91.81	87.55	4.26
"03"	"3760"	"080"	"BERGEN    "	"OAKLAND BORO"	"VALLEY MIDDLE            "	"I "	1268.00	1093.76	86.25	87.55	-1.29
"03"	"3850"	"   "	"BERGEN    "	"OLD TAPPAN BORO"	""	"I "	1261.00	1148.97	91.11	87.55	3.56
"03"	"3850"	"030"	"BERGEN    "	"OLD TAPPAN BORO"	"CHARLES DEWOLF           "	"I "	777.00	717.91	92.39	87.55	4.84
"03"	"3850"	"060"	"BERGEN    "	"OLD TAPPAN BORO"	"T. BALDWIN DEMAREST E.S. "	"I "	480.00	430.00	89.58	87.55	2.03
"03"	"3870"	"   "	"BERGEN    "	"ORADELL BORO"	""	"I "	1077.00	980.98	91.08	87.55	3.53
"03"	"3870"	"050"	"BERGEN    "	"ORADELL BORO"	"ORADELL                  "	"I "	1077.00	980.98	91.08	87.55	3.53
"03"	"3910"	"   "	"BERGEN    "	"PALISADES PARK"	""	"CD"	1684.00	1235.67	73.37	68.63	4.73
"03"	"3910"	"050"	"BERGEN    "	"PALISADES PARK"	"PALISADES PARK H.S."	"CD"	202.00	161.90	80.15	68.63	11.51
"03"	"3910"	"050"	"BERGEN    "	"PALISADES PARK"	"PALISADES PARK JR-SR HIGH"	"CD"	258.00	194.01	75.19	68.63	6.55
"03"	"3910"	"070"	"BERGEN    "	"PALISADES PARK"	"LINDBERGH                "	"CD"	1224.00	879.76	71.87	68.63	3.23
"03"	"3930"	"   "	"BERGEN    "	"PARAMUS"	""	"GH"	4763.00	4043.82	84.90	82.71	2.18
"03"	"3930"	"050"	"BERGEN    "	"PARAMUS"	"PARAMUS HIGH SCHOOL"	"GH"	665.00	614.15	92.35	82.71	9.64
"03"	"3930"	"060"	"BERGEN    "	"PARAMUS"	"WEST BROOK MIDDLE        "	"GH"	1385.00	1111.88	80.28	82.71	-2.43
"03"	"3930"	"065"	"BERGEN    "	"PARAMUS"	"EAST BROOK MIDDLE        "	"GH"	1282.00	1073.00	83.69	82.71	0.98
"03"	"3930"	"080"	"BERGEN    "	"PARAMUS"	"MEMORIAL E.S. "	"GH"	345.00	303.90	88.08	82.71	5.37
"03"	"3930"	"090"	"BERGEN    "	"PARAMUS"	"MIDLAND E.S. "	"GH"	253.00	220.00	86.95	82.71	4.24
"03"	"3930"	"100"	"BERGEN    "	"PARAMUS"	"PARKWAY E.S. "	"GH"	274.00	238.96	87.21	82.71	4.50
"03"	"3930"	"110"	"BERGEN    "	"PARAMUS"	"RIDGE RANCH E.S. "	"GH"	329.00	282.89	85.98	82.71	3.27
"03"	"3930"	"130"	"BERGEN    "	"PARAMUS"	"STONY LANE E.S. "	"GH"	230.00	199.04	86.54	82.71	3.83
"03"	"3940"	"   "	"BERGEN    "	"PARK RIDGE"	""	"I "	1516.00	1315.34	86.76	87.55	-0.78
"03"	"3940"	"050"	"BERGEN    "	"PARK RIDGE"	"PARK RIDGE H.S."	"I "	186.00	174.00	93.55	87.55	5.99
"03"	"3940"	"050"	"BERGEN    "	"PARK RIDGE"	"PARK RIDGE HIGH          "	"I "	440.00	368.29	83.70	87.55	-3.84
"03"	"3940"	"060"	"BERGEN    "	"PARK RIDGE"	"EAST BROOK               "	"I "	415.00	374.08	90.14	87.55	2.58
"03"	"3940"	"070"	"BERGEN    "	"PARK RIDGE"	"WEST RIDGE               "	"I "	475.00	399.00	84.00	87.55	-3.55
"03"	"3960"	"   "	"BERGEN    "	"PASCACK VALLEY REG"	""	"I "	1040.00	988.55	95.05	87.55	7.50
"03"	"3960"	"040"	"BERGEN    "	"PASCACK VALLEY REG"	"PASCACK HILLS H.S."	"I "	420.00	402.99	95.95	87.55	8.39
"03"	"3960"	"050"	"BERGEN    "	"PASCACK VALLEY REG"	"PASCACK VALLEY H.S."	"I "	620.00	585.62	94.45	87.55	6.90
"03"	"4300"	"   "	"BERGEN    "	"RAMAPO INDIAN HILLS REGIO"	""	"I "	1193.00	1128.61	94.60	87.55	7.05
"03"	"4300"	"030"	"BERGEN    "	"RAMAPO INDIAN HILLS REGIO"	"INDIAN HILLS H.S."	"I "	607.00	573.04	94.40	87.55	6.85
"03"	"4300"	"050"	"BERGEN    "	"RAMAPO INDIAN HILLS REGIO"	"RAMAPO H.S."	"I "	586.00	555.82	94.85	87.55	7.29
"03"	"4310"	"   "	"BERGEN    "	"RAMSEY"	""	"I "	3439.00	3110.10	90.43	87.55	2.88
"03"	"4310"	"050"	"BERGEN    "	"RAMSEY"	"RAMSEY H.S."	"I "	485.00	464.85	95.84	87.55	8.29
"03"	"4310"	"055"	"BERGEN    "	"RAMSEY"	"ERIC S SMITH             "	"I "	1471.00	1315.82	89.45	87.55	1.89
"03"	"4310"	"060"	"BERGEN    "	"RAMSEY"	"JOHN Y. DATER"	"I "	1055.00	935.78	88.70	87.55	1.14
"03"	"4310"	"070"	"BERGEN    "	"RAMSEY"	"MARY A. HUBBARD E.S. "	"I "	205.00	189.92	92.64	87.55	5.09
"03"	"4310"	"080"	"BERGEN    "	"RAMSEY"	"WESLEY D. TISDALE E.S. "	"I "	214.00	199.04	93.01	87.55	5.45
"03"	"4370"	"   "	"BERGEN    "	"RIDGEFIELD"	""	"DE"	1848.00	1432.96	77.54	75.81	1.72
"03"	"4370"	"050"	"BERGEN    "	"RIDGEFIELD"	"RIDGEFIELD MEMORIAL H.S."	"DE"	278.00	224.90	80.90	75.81	5.08
"03"	"4370"	"100"	"BERGEN    "	"RIDGEFIELD"	"SLOCUM/SKEWES SCHOOL     "	"DE"	1570.00	1208.06	76.94	75.81	1.13
"03"	"4380"	"   "	"BERGEN    "	"RIDGEFIELD PARK"	""	"DE"	2373.00	1958.08	82.51	75.81	6.70
"03"	"4380"	"050"	"BERGEN    "	"RIDGEFIELD PARK"	"RIDGEFIELD PARK H.S."	"DE"	458.00	408.99	89.30	75.81	13.48
"03"	"4380"	"050"	"BERGEN    "	"RIDGEFIELD PARK"	"RIDGEFIELD PARK JR SR HS "	"DE"	615.00	419.13	68.15	75.81	-7.66
"03"	"4380"	"060"	"BERGEN    "	"RIDGEFIELD PARK"	"GRANT                    "	"DE"	304.00	268.00	88.16	75.81	12.34
"03"	"4380"	"070"	"BERGEN    "	"RIDGEFIELD PARK"	"LINCOLN ELEM SCHOOL      "	"DE"	433.00	356.00	82.21	75.81	6.40
"03"	"4380"	"080"	"BERGEN    "	"RIDGEFIELD PARK"	"ROOSEVELT                "	"DE"	563.00	506.00	89.87	75.81	14.06
"03"	"4390"	"   "	"BERGEN    "	"RIDGEWOOD VILLAGE"	""	"J "	6810.00	6311.20	92.67	92.25	0.41
"03"	"4390"	"050"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"RIDGEWOOD H.S."	"J "	818.00	770.55	94.20	92.25	1.94
"03"	"4390"	"060"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"BENJAMIN FRANKLIN MIDDLE "	"J "	1403.00	1274.17	90.81	92.25	-1.43
"03"	"4390"	"070"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"GEORGE WASHINGTON MIDDLE "	"J "	1375.00	1269.26	92.30	92.25	0.05
"03"	"4390"	"085"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"HAWES                    "	"J "	535.00	493.88	92.31	92.25	0.05
"03"	"4390"	"090"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"RIDGE                    "	"J "	632.00	584.00	92.40	92.25	0.14
"03"	"4390"	"100"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"SOMERVILLE               "	"J "	607.00	572.00	94.23	92.25	1.97
"03"	"4390"	"110"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"TRAVELL                  "	"J "	481.00	449.10	93.36	92.25	1.11
"03"	"4390"	"120"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"ORCHARD                  "	"J "	400.00	368.98	92.24	92.25	-9.82612902218705e-03
"03"	"4390"	"130"	"BERGEN    "	"RIDGEWOOD VILLAGE"	"WILLARD                  "	"J "	559.00	529.03	94.63	92.25	2.38
"03"	"4405"	"   "	"BERGEN    "	"RIVER DELL REGIONAL SCHOO"	""	"I "	1704.00	1514.09	88.85	87.55	1.30
"03"	"4405"	"050"	"BERGEN    "	"RIVER DELL REGIONAL SCHOO"	"RIVER DELL SR. H.S."	"I "	527.00	493.30	93.60	87.55	6.05
"03"	"4405"	"060"	"BERGEN    "	"RIVER DELL REGIONAL SCHOO"	"RIVER DELL MID RIVR EDGE "	"I "	1177.00	1020.78	86.72	87.55	-0.82
"03"	"4410"	"   "	"BERGEN    "	"RIVER EDGE BORO"	""	"I "	1454.00	1304.83	89.74	87.55	2.18
"03"	"4410"	"030"	"BERGEN    "	"RIVER EDGE BORO"	"CHERRY HILL              "	"I "	781.00	696.86	89.22	87.55	1.67
"03"	"4410"	"050"	"BERGEN    "	"RIVER EDGE BORO"	"ROOSEVELT                "	"I "	673.00	608.17	90.36	87.55	2.81
"03"	"4430"	"   "	"BERGEN    "	"RIVER VALE TWP"	""	"I "	2037.00	1825.10	89.59	87.55	2.04
"03"	"4430"	"050"	"BERGEN    "	"RIVER VALE TWP"	"HOLDRUM                  "	"I "	951.00	830.03	87.28	87.55	-0.27
"03"	"4430"	"060"	"BERGEN    "	"RIVER VALE TWP"	"ROBERGE                  "	"I "	524.00	482.11	92.00	87.55	4.45
"03"	"4430"	"070"	"BERGEN    "	"RIVER VALE TWP"	"WOODSIDE                 "	"I "	558.00	512.93	91.92	87.55	4.37
"03"	"4470"	"   "	"BERGEN    "	"ROCHELLE PARK TWP"	""	"FG"	685.00	516.08	75.34	78.80	-3.46
"03"	"4470"	"050"	"BERGEN    "	"ROCHELLE PARK TWP"	"MIDLAND #1               "	"FG"	685.00	516.08	75.34	78.80	-3.46
"03"	"4600"	"   "	"BERGEN    "	"RUTHERFORD"	""	"GH"	2990.00	2508.77	83.90	82.71	1.19
"03"	"4600"	"050"	"BERGEN    "	"RUTHERFORD"	"RUTHERFORD H.S."	"GH"	361.00	336.12	93.10	82.71	10.39
"03"	"4600"	"070"	"BERGEN    "	"RUTHERFORD"	"LINCOLN E.S. "	"GH"	206.00	159.13	77.25	82.71	-5.46
"03"	"4600"	"080"	"BERGEN    "	"RUTHERFORD"	"PIERREPONT               "	"GH"	1139.00	948.01	83.23	82.71	0.52
"03"	"4600"	"100"	"BERGEN    "	"RUTHERFORD"	"UNION                    "	"GH"	1091.00	903.98	82.85	82.71	0.14
"03"	"4600"	"110"	"BERGEN    "	"RUTHERFORD"	"WASHINGTON E.S. "	"GH"	193.00	161.95	83.91	82.71	1.20
"03"	"4610"	"   "	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	""	"DE"	2141.00	1583.78	73.97	75.81	-1.84
"03"	"4610"	"050"	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	"SADDLE BROOK H.S."	"DE"	244.00	210.08	86.10	75.81	10.28
"03"	"4610"	"050"	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	"SADDLE BROOK HIGH        "	"DE"	580.00	383.87	66.18	75.81	-9.62
"03"	"4610"	"080"	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	"FRANKLIN                 "	"DE"	362.00	275.02	75.97	75.81	0.15
"03"	"4610"	"085"	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	"HELEN I SMITH            "	"DE"	478.00	337.90	70.69	75.81	-5.12
"03"	"4610"	"090"	"BERGEN    "	"SADDLE BROOK TOWNSHIP"	"LONG MEMORIAL            "	"DE"	477.00	376.95	79.02	75.81	3.21
"03"	"4620"	"   "	"BERGEN    "	"SADDLE RIVER BORO"	""	"J "	281.00	250.96	89.31	92.25	-2.94
"03"	"4620"	"050"	"BERGEN    "	"SADDLE RIVER BORO"	"WANDELL                  "	"J "	281.00	250.96	89.31	92.25	-2.94
"03"	"4870"	"   "	"BERGEN    "	"SOUTH HACKENSACK TWP"	""	"CD"	342.00	246.97	72.21	68.63	3.57
"03"	"4870"	"050"	"BERGEN    "	"SOUTH HACKENSACK TWP"	"MEMORIAL                 "	"CD"	342.00	246.97	72.21	68.63	3.57
"03"	"5150"	"   "	"BERGEN    "	"TEANECK"	""	"GH"	4282.00	3129.59	73.08	82.71	-9.62
"03"	"5150"	"050"	"BERGEN    "	"TEANECK"	"TEANECK H.S."	"GH"	620.00	521.11	84.05	82.71	1.33
"03"	"5150"	"060"	"BERGEN    "	"TEANECK"	"BENJAMIN FRANKLIN MIDDLE "	"GH"	1154.00	781.19	67.69	82.71	-15.01
"03"	"5150"	"070"	"BERGEN    "	"TEANECK"	"THOMAS JEFFERSON MIDDLE  "	"GH"	1208.00	862.16	71.37	82.71	-11.34
"03"	"5150"	"110"	"BERGEN    "	"TEANECK"	"HAWTHORNE E.S. "	"GH"	428.00	324.96	75.92	82.71	-6.78
"03"	"5150"	"130"	"BERGEN    "	"TEANECK"	"LOWELL E.S. "	"GH"	389.00	302.95	77.88	82.71	-4.83
